period,stateid,stateDescription,fuelid,fuelDescription,co2-rate-lbs-mwh,co2-thousand-metric-tons,nox-rate-lbs-mwh,nox-short-tons,so2-rate-lbs-mwh,so2-short-tons,co2-rate-lbs-mwh-units,co2-thousand-metric-tons-units,nox-rate-lbs-mwh-units,nox-short-tons-units,so2-rate-lbs-mwh-units,so2-short-tons-units
2014,TN,Tennessee,PET,Petroleum,,157,,140,,99,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,TN,Tennessee,OTH,Other,,57,,1721,,8802,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,TN,Tennessee,NG,Natural Gas,,2811,,1045,,4,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,TN,Tennessee,COL,Coal,,38379,,21007,,80454,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,SD,South Dakota,ALL,Total,619,3093,1.9,10638,2.5,13852,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,SD,South Dakota,PET,Petroleum,,10,,46,,12,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,SD,South Dakota,NG,Natural Gas,,213,,87,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,SD,South Dakota,COL,Coal,,2870,,10505,,13839,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,SC,South Carolina,ALL,Total,749,33083,.4,21593,.9,43658,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,SC,South Carolina,PET,Petroleum,,241,,474,,364,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,SC,South Carolina,OTH,Other,,153,,5140,,12875,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,SC,South Carolina,NG,Natural Gas,,4840,,1092,,40,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,SC,South Carolina,COL,Coal,,27849,,14887,,30379,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,RI,Rhode Island,ALL,Total,899,2566,.3,1027,0,98,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,RI,Rhode Island,PET,Petroleum,,54,,234,,88,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,RI,Rhode Island,OTH,Other,,0,,189,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,RI,Rhode Island,NG,Natural Gas,,2512,,604,,9,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,PA,Pennsylvania,ALL,Total,1015,102022,1.3,141391,2.7,297598,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,PA,Pennsylvania,PET,Petroleum,,856,,1536,,13026,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,PA,Pennsylvania,OTH,Other,,1375,,14481,,3865,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,PA,Pennsylvania,NG,Natural Gas,,22349,,6059,,117,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,PA,Pennsylvania,COL,Coal,,77443,,119315,,280590,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OR,Oregon,ALL,Total,306,8370,.4,12735,.4,10728,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OR,Oregon,PET,Petroleum,,8,,5,,11,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OR,Oregon,OTH,Other,,75,,6249,,3249,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OR,Oregon,NG,Natural Gas,,5206,,3134,,43,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OR,Oregon,COL,Coal,,3082,,3347,,7425,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,US,United States,ALL,Total,1165,2168284,1.1,2315253,1.9,3807436,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,US,United States,PET,Petroleum,,32304,,62608,,113642,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,US,United States,OTH,Other,,14692,,312740,,263907,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,US,United States,NG,Natural Gas,,514110,,375809,,3043,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,US,United States,COL,Coal,,1607178,,1564096,,3426844,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NY,New York,NG,Natural Gas,,25569,,17269,,112,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NY,New York,COL,Coal,,5084,,7705,,21804,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NY,New York,ALL,Total,547,34072,.6,44185,.5,31872,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NY,New York,PET,Petroleum,,1742,,2629,,4020,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NY,New York,OTH,Other,,1678,,16582,,5936,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NV,Nevada,ALL,Total,991,16222,.9,15985,.6,10225,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NV,Nevada,PET,Petroleum,,12,,8,,13,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NV,Nevada,OTH,Other,,72,,323,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NV,Nevada,NG,Natural Gas,,9305,,7322,,48,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NV,Nevada,COL,Coal,,6833,,8332,,10164,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NM,New Mexico,ALL,Total,1683,24712,2.8,45913,.7,12063,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NM,New Mexico,PET,Petroleum,,51,,32,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NM,New Mexico,OTH,Other,,0,,284,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NM,New Mexico,NG,Natural Gas,,4310,,4375,,42,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NM,New Mexico,COL,Coal,,20351,,41222,,12014,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NJ,New Jersey,ALL,Total,594,18364,.5,15354,.1,3367,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NJ,New Jersey,PET,Petroleum,,372,,520,,723,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NJ,New Jersey,OTH,Other,,899,,6355,,219,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NJ,New Jersey,NG,Natural Gas,,14225,,6079,,30,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NJ,New Jersey,COL,Coal,,2868,,2400,,2395,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NH,New Hampshire,ALL,Total,389,3458,.4,3886,.3,3107,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NH,New Hampshire,PET,Petroleum,,247,,335,,588,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NH,New Hampshire,OTH,Other,,84,,1388,,345,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NH,New Hampshire,NG,Natural Gas,,1739,,284,,8,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NH,New Hampshire,COL,Coal,,1387,,1879,,2166,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NE,Nebraska,ALL,Total,1470,26348,1.4,27045,3.2,63994,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NE,Nebraska,PET,Petroleum,,42,,82,,54,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NE,Nebraska,OTH,Other,,0,,1150,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NE,Nebraska,NG,Natural Gas,,231,,208,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NE,Nebraska,COL,Coal,,26075,,25605,,63940,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,ND,North Dakota,ALL,Total,1835,30420,2.7,48711,2.9,52716,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,ND,North Dakota,PET,Petroleum,,24,,39,,14,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,ND,North Dakota,OTH,Other,,0,,230,,4,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,ND,North Dakota,NG,Natural Gas,,183,,212,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,ND,North Dakota,COL,Coal,,30212,,48230,,52698,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OK,Oklahoma,ALL,Total,1382,44063,1.3,44705,2.2,78557,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OK,Oklahoma,PET,Petroleum,,10,,21,,17,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OK,Oklahoma,OTH,Other,,134,,1297,,3592,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OK,Oklahoma,NG,Natural Gas,,11734,,10647,,64,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OK,Oklahoma,COL,Coal,,32184,,32740,,74884,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OH,Ohio,ALL,Total,1614,98650,1.6,105316,5.3,355107,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OH,Ohio,PET,Petroleum,,2187,,3166,,24572,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OH,Ohio,OTH,Other,,20,,12413,,2186,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OH,Ohio,NG,Natural Gas,,9873,,2100,,51,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OH,Ohio,COL,Coal,,86571,,87637,,328298,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MS,Mississippi,ALL,Total,959,24037,.9,23995,3.7,101095,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MS,Mississippi,PET,Petroleum,,15,,31,,21,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MS,Mississippi,OTH,Other,,17,,2947,,10373,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MS,Mississippi,NG,Natural Gas,,13198,,6633,,80,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MS,Mississippi,COL,Coal,,10807,,14384,,90621,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MO,Missouri,ALL,Total,1897,75735,1.8,77721,3.4,149843,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MO,Missouri,PET,Petroleum,,93,,180,,115,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MO,Missouri,OTH,Other,,27,,999,,294,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MO,Missouri,NG,Natural Gas,,1960,,1555,,6,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MO,Missouri,COL,Coal,,73656,,74987,,149428,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MN,Minnesota,ALL,Total,1261,32677,1.3,38185,1.4,39271,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MN,Minnesota,PET,Petroleum,,73,,240,,63,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MN,Minnesota,OTH,Other,,546,,6566,,5180,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MN,Minnesota,NG,Natural Gas,,2006,,2137,,6,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MN,Minnesota,COL,Coal,,30053,,29242,,34022,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MI,Michigan,OTH,Other,,681,,14701,,7667,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MI,Michigan,NG,Natural Gas,,7425,,7798,,104,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MI,Michigan,COL,Coal,,54456,,52728,,156939,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MI,Michigan,ALL,Total,1324,64264,1.4,77156,3.2,173519,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MI,Michigan,PET,Petroleum,,1701,,1929,,8809,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,ME,Maine,ALL,Total,565,3403,1.3,8679,1.7,11070,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,ME,Maine,PET,Petroleum,,362,,415,,1325,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,ME,Maine,OTH,Other,,630,,6906,,9178,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,ME,Maine,NG,Natural Gas,,2211,,1080,,8,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,ME,Maine,COL,Coal,,200,,278,,559,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MD,Maryland,COL,Coal,,18071,,11547,,36332,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MD,Maryland,ALL,Total,1204,20701,1.1,20626,2.2,41369,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MD,Maryland,PET,Petroleum,,509,,1881,,2585,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MD,Maryland,OTH,Other,,563,,4689,,2441,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MD,Maryland,NG,Natural Gas,,1557,,2509,,11,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MA,Massachusetts,ALL,Total,913,12917,.9,13829,.4,6701,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MA,Massachusetts,PET,Petroleum,,794,,1141,,2396,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MA,Massachusetts,OTH,Other,,1347,,7286,,1039,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MA,Massachusetts,NG,Natural Gas,,8002,,3239,,37,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MA,Massachusetts,COL,Coal,,2774,,2163,,3229,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,LA,Louisiana,ALL,Total,1206,57137,1.5,76797,1.8,96227,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,LA,Louisiana,PET,Petroleum,,6057,,3232,,9791,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,LA,Louisiana,OTH,Other,,64,,12629,,22744,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,LA,Louisiana,NG,Natural Gas,,30907,,45562,,166,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,LA,Louisiana,COL,Coal,,20109,,15374,,63526,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NC,North Carolina,ALL,Total,1006,58578,.9,60688,1,64147,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NC,North Carolina,PET,Petroleum,,425,,1715,,820,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NC,North Carolina,OTH,Other,,466,,10021,,19346,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NC,North Carolina,NG,Natural Gas,,11359,,10901,,45,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NC,North Carolina,COL,Coal,,46327,,38051,,43936,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MT,Montana,ALL,Total,1285,17678,1.4,20538,1,14426,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MT,Montana,PET,Petroleum,,739,,621,,165,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MT,Montana,OTH,Other,,0,,152,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MT,Montana,NG,Natural Gas,,322,,640,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MT,Montana,COL,Coal,,16617,,19125,,14254,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AR,Arkansas,ALL,Total,1332,37289,1.5,47048,2.9,89528,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AR,Arkansas,PET,Petroleum,,32,,20,,48,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AR,Arkansas,OTH,Other,,41,,6418,,13514,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AR,Arkansas,NG,Natural Gas,,4579,,2739,,24,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AR,Arkansas,COL,Coal,,32637,,37871,,75942,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AL,Alabama,ALL,Total,996,67635,.8,62283,2.1,153448,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AL,Alabama,PET,Petroleum,,152,,248,,724,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AL,Alabama,OTH,Other,,2,,8850,,28432,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AL,Alabama,NG,Natural Gas,,20490,,8435,,117,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AL,Alabama,COL,Coal,,46990,,44750,,124175,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AK,Alaska,ALL,Total,1295,3558,5.2,15858,1.3,3895,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AK,Alaska,PET,Petroleum,,515,,7004,,1141,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AK,Alaska,OTH,Other,,0,,819,,68,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AK,Alaska,NG,Natural Gas,,1744,,5174,,8,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AK,Alaska,COL,Coal,,1298,,2861,,2678,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,DC,District of Columbia,ALL,Total,1575,48,4.3,147,0,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,DC,District of Columbia,NG,Natural Gas,,48,,147,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CT,Connecticut,ALL,Total,552,8452,.5,8388,.1,1877,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CT,Connecticut,PET,Petroleum,,441,,889,,669,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CT,Connecticut,OTH,Other,,967,,3620,,274,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CT,Connecticut,NG,Natural Gas,,6161,,3293,,26,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CT,Connecticut,COL,Coal,,884,,586,,908,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CO,Colorado,ALL,Total,1572,38474,1.6,44326,1.1,28454,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CO,Colorado,PET,Petroleum,,15,,41,,14,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CO,Colorado,OTH,Other,,0,,1056,,6,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CO,Colorado,NG,Natural Gas,,5431,,3110,,27,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CO,Colorado,COL,Coal,,33027,,40119,,28407,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CA,California,ALL,Total,636,57507,.8,81445,0,3088,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CA,California,PET,Petroleum,,66,,626,,525,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CA,California,OTH,Other,,657,,24796,,1011,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CA,California,NG,Natural Gas,,54852,,54943,,291,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CA,California,COL,Coal,,1931,,1080,,1261,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AZ,Arizona,ALL,Total,1052,53684,.9,53230,.4,22592,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AZ,Arizona,PET,Petroleum,,45,,35,,8,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AZ,Arizona,OTH,Other,,0,,1066,,27,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AZ,Arizona,NG,Natural Gas,,11315,,6001,,68,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,AR,Arkansas,COL,Coal,,31564,,35833,,74612,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,WY,Wyoming,ALL,Total,2125,50687,2.1,55615,1.9,49587,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,WY,Wyoming,PET,Petroleum,,31,,23,,16,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,WY,Wyoming,OTH,Other,,0,,2642,,6,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,WY,Wyoming,NG,Natural Gas,,547,,1635,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,WY,Wyoming,COL,Coal,,50108,,51315,,49564,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,WV,West Virginia,ALL,Total,1997,68862,1.6,60229,2.5,93888,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,WV,West Virginia,PET,Petroleum,,114,,33,,22,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,WV,West Virginia,OTH,Other,,0,,176,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,WV,West Virginia,NG,Natural Gas,,157,,76,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,WV,West Virginia,COL,Coal,,68591,,59944,,93865,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,WI,Wisconsin,ALL,Total,1590,47686,1.3,44114,3.3,108306,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,WI,Wisconsin,PET,Petroleum,,581,,1068,,6195,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2013,WI,Wisconsin,OTH,Other,,48,,8746,,6503,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
