period,stateid,stateDescription,fuelid,fuelDescription,co2-rate-lbs-mwh,co2-thousand-metric-tons,nox-rate-lbs-mwh,nox-short-tons,so2-rate-lbs-mwh,so2-short-tons,co2-rate-lbs-mwh-units,co2-thousand-metric-tons-units,nox-rate-lbs-mwh-units,nox-short-tons-units,so2-rate-lbs-mwh-units,so2-short-tons-units
2023,ME,Maine,ALL,Total,428,2434,.7,4394,.7,4351,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,ME,Maine,PET,Petroleum,,106,,150,,236,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,ME,Maine,OTH,Other,,468,,3296,,3985,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,ME,Maine,NG,Natural Gas,,1739,,783,,8,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,ME,Maine,COL,Coal,,121,,165,,122,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,MD,Maryland,ALL,Total,558,9138,.3,5020,.1,1814,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,MD,Maryland,PET,Petroleum,,82,,196,,188,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,MD,Maryland,OTH,Other,,569,,2150,,128,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,MD,Maryland,NG,Natural Gas,,6456,,1777,,42,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,MD,Maryland,COL,Coal,,2031,,897,,1456,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,MA,Massachusetts,ALL,Total,923,8263,.9,8608,.2,1898,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,MA,Massachusetts,PET,Petroleum,,98,,247,,163,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,MA,Massachusetts,OTH,Other,,1515,,5515,,1706,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,MA,Massachusetts,NG,Natural Gas,,6650,,2846,,29,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,LA,Louisiana,ALL,Total,966,42944,1.2,58305,.5,25941,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,LA,Louisiana,PET,Petroleum,,1182,,622,,125,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,LA,Louisiana,OTH,Other,,14,,7455,,14299,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,LA,Louisiana,NG,Natural Gas,,36508,,46835,,201,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,LA,Louisiana,COL,Coal,,5239,,3393,,11316,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,MT,Montana,ALL,Total,1127,13774,1,13036,.7,9308,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,MT,Montana,PET,Petroleum,,809,,687,,3103,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,MT,Montana,OTH,Other,,0,,972,,9,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,MT,Montana,NG,Natural Gas,,579,,1761,,3,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,MT,Montana,COL,Coal,,12386,,9616,,6193,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,AR,Arkansas,ALL,Total,987,28363,.6,18878,1.1,35500,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,AR,Arkansas,PET,Petroleum,,36,,14,,48,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,AR,Arkansas,OTH,Other,,24,,2408,,8743,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,AR,Arkansas,NG,Natural Gas,,10976,,3742,,60,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,AR,Arkansas,COL,Coal,,17328,,12714,,26649,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,AL,Alabama,ALL,Total,727,46082,.4,25726,.4,28022,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,AL,Alabama,PET,Petroleum,,56,,74,,83,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,AL,Alabama,OTH,Other,,0,,8284,,25907,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,AL,Alabama,NG,Natural Gas,,26788,,10809,,134,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,AL,Alabama,COL,Coal,,19238,,6559,,1898,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,AK,Alaska,OTH,Other,,0,,463,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,AK,Alaska,NG,Natural Gas,,1505,,11827,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,AK,Alaska,COL,Coal,,1451,,2198,,1044,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,AK,Alaska,ALL,Total,1180,3605,6.7,22403,.6,2070,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,AK,Alaska,PET,Petroleum,,649,,7915,,1019,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,DC,District of Columbia,ALL,Total,936,73,5.8,495,0,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,DC,District of Columbia,PET,Petroleum,,0,,0,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,DC,District of Columbia,OTH,Other,,0,,289,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,DC,District of Columbia,NG,Natural Gas,,73,,206,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,CT,Connecticut,ALL,Total,576,10653,.2,5059,0,513,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,CT,Connecticut,PET,Petroleum,,126,,250,,205,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,CT,Connecticut,OTH,Other,,711,,1912,,271,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,CT,Connecticut,NG,Natural Gas,,9815,,2897,,37,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,CO,Colorado,ALL,Total,1054,27579,.6,16580,.3,9744,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,CO,Colorado,PET,Petroleum,,218,,1219,,373,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,CO,Colorado,OTH,Other,,0,,744,,10,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,CO,Colorado,NG,Natural Gas,,7857,,3308,,41,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,CO,Colorado,COL,Coal,,19505,,11309,,9320,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,CA,California,ALL,Total,440,43360,.6,65559,0,1043,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,CA,California,PET,Petroleum,,68,,588,,85,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,CA,California,OTH,Other,,656,,23494,,558,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,CA,California,NG,Natural Gas,,41527,,40742,,229,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,CA,California,COL,Coal,,1109,,735,,171,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,AZ,Arizona,ALL,Total,684,34788,.4,24718,.1,7036,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,AZ,Arizona,PET,Petroleum,,27,,16,,6,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,AZ,Arizona,OTH,Other,,0,,375,,29,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2023,AZ,Arizona,NG,Natural Gas,,21899,,15089,,147,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2022,AZ,Arizona,COL,Coal,,14370,,10767,,7273,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2022,WY,Wyoming,ALL,Total,1833,38619,1.5,33609,1.2,27241,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2022,WY,Wyoming,PET,Petroleum,,43,,29,,16,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2022,WY,Wyoming,OTH,Other,,0,,3476,,8,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2022,WY,Wyoming,NG,Natural Gas,,1215,,2314,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2022,WY,Wyoming,COL,Coal,,37361,,27790,,27210,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2022,WV,West Virginia,ALL,Total,1956,50376,1.1,30606,1.7,46776,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2022,WV,West Virginia,PET,Petroleum,,123,,39,,9,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2022,WV,West Virginia,OTH,Other,,0,,120,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2022,WV,West Virginia,NG,Natural Gas,,1258,,908,,4,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2022,WV,West Virginia,COL,Coal,,48995,,29539,,46763,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2022,WI,Wisconsin,OTH,Other,,41,,5313,,2535,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2022,WI,Wisconsin,NG,Natural Gas,,10662,,7297,,62,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2022,WI,Wisconsin,COL,Coal,,22045,,9326,,9877,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2022,WI,Wisconsin,ALL,Total,1185,32978,.7,22114,.4,12807,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2022,WI,Wisconsin,PET,Petroleum,,229,,178,,333,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2022,WA,Washington,ALL,Total,203,10787,.2,13015,.3,15864,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2022,WA,Washington,PET,Petroleum,,110,,211,,181,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2022,WA,Washington,OTH,Other,,122,,4855,,14040,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2022,WA,Washington,NG,Natural Gas,,6455,,4059,,54,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2022,WA,Washington,COL,Coal,,4099,,3890,,1589,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2022,VT,Vermont,ALL,Total,13,13,1,1105,0,51,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2022,VT,Vermont,PET,Petroleum,,8,,50,,16,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2022,VT,Vermont,OTH,Other,,0,,1043,,35,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2022,VT,Vermont,NG,Natural Gas,,5,,12,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2022,VA,Virginia,ALL,Total,642,26093,.4,18725,.3,13413,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
